epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,9,,0.0,,5.0955810546875,,
0,19,,0.0,,5.07098388671875,,
0,29,,0.03125,,4.9864501953125,,
0,39,,0.03125,,4.918426513671875,,
0,49,,0.09375,,4.65228271484375,,
0,59,,0.0625,,4.662445068359375,,
0,69,,0.046875,,4.548919677734375,,
0,79,,0.09375,,4.48095703125,,
0,89,,0.125,,4.39068603515625,,
0,99,,0.140625,,4.312744140625,,
0,109,,0.140625,,4.397552490234375,,
0,119,,0.15625,,4.159820556640625,,
0,129,,0.109375,,4.28021240234375,,
0,139,,0.125,,4.243255615234375,,
0,149,,0.140625,,4.1708984375,,
0,159,,0.265625,,3.910308837890625,,
0,169,,0.25,,3.923095703125,,
0,179,,0.34375,,3.69183349609375,,
0,189,,0.265625,,3.862518310546875,,
0,199,,0.34375,,3.689117431640625,,
0,209,,0.34375,,3.6984100341796875,,
0,219,,0.375,,3.4616851806640625,,
0,225,,,,,0.4071573317050934,3.55294132232666
0,225,0.15784728527069092,,4.318101406097412,,,
1,229,,0.515625,,3.3578948974609375,,
1,239,,0.453125,,3.452667236328125,,
1,249,,0.515625,,3.0764007568359375,,
1,259,,0.453125,,3.3660736083984375,,
1,269,,0.421875,,3.228302001953125,,
1,279,,0.359375,,3.4644622802734375,,
1,289,,0.640625,,3.0444488525390625,,
1,299,,0.578125,,3.044036865234375,,
1,309,,0.546875,,3.1072998046875,,
1,319,,0.671875,,2.8133621215820312,,
1,329,,0.578125,,2.9850616455078125,,
1,339,,0.546875,,2.9246978759765625,,
1,349,,0.6875,,2.586639404296875,,
1,359,,0.625,,2.639495849609375,,
1,369,,0.75,,2.50616455078125,,
1,379,,0.625,,2.6247406005859375,,
1,389,,0.765625,,2.5287437438964844,,
1,399,,0.625,,2.5535964965820312,,
1,409,,0.75,,2.3373031616210938,,
1,419,,0.671875,,2.6565685272216797,,
1,429,,0.734375,,2.5072708129882812,,
1,439,,0.734375,,2.4397850036621094,,
1,449,,0.578125,,2.6234588623046875,,
1,451,,,,,0.6529372334480286,2.5117526054382324
1,451,0.5859629511833191,,2.9127213954925537,,,
2,459,,0.671875,,2.4091148376464844,,
2,469,,0.71875,,2.3682937622070312,,
2,479,,0.65625,,2.2021713256835938,,
2,489,,0.734375,,2.293346405029297,,
2,499,,0.765625,,2.2090415954589844,,
2,509,,0.75,,2.2620620727539062,,
2,519,,0.734375,,2.1682186126708984,,
2,529,,0.765625,,2.1735973358154297,,
2,539,,0.828125,,2.033905029296875,,
2,549,,0.71875,,2.1778507232666016,,
2,559,,0.8125,,2.0583534240722656,,
2,569,,0.796875,,1.8512849807739258,,
2,579,,0.859375,,1.7992944717407227,,
2,589,,0.828125,,1.9540290832519531,,
2,599,,0.8125,,1.918975830078125,,
2,609,,0.71875,,1.9206504821777344,,
2,619,,0.8125,,1.6701736450195312,,
2,629,,0.90625,,1.7367687225341797,,
2,639,,0.78125,,1.7529067993164062,,
2,649,,0.78125,,1.7643489837646484,,
2,659,,0.90625,,1.620387077331543,,
2,669,,0.828125,,1.7243690490722656,,
2,677,,,,,0.7555705308914185,1.8843837976455688
2,677,0.7717595100402832,,2.027832508087158,,,
3,679,,0.78125,,1.8489303588867188,,
3,689,,0.796875,,1.8417530059814453,,
3,699,,0.84375,,1.7179203033447266,,
3,709,,0.796875,,1.7104454040527344,,
3,719,,0.796875,,1.636592984199524,,
3,729,,0.8125,,1.4955806732177734,,
3,739,,0.8125,,1.7017621994018555,,
3,749,,0.828125,,1.5278434753417969,,
3,759,,0.84375,,1.4904053211212158,,
3,769,,0.890625,,1.4064931869506836,,
3,779,,0.796875,,1.5962352752685547,,
3,789,,0.796875,,1.5589923858642578,,
3,799,,0.78125,,1.547780990600586,,
3,809,,0.796875,,1.605393648147583,,
3,819,,0.859375,,1.4908456802368164,,
3,829,,0.890625,,1.161656141281128,,
3,839,,0.84375,,1.313429832458496,,
3,849,,0.890625,,1.4310779571533203,,
3,859,,0.875,,1.4738197326660156,,
3,869,,0.859375,,1.3430957794189453,,
3,879,,0.859375,,1.426259994506836,,
3,889,,0.8125,,1.3412151336669922,,
3,899,,0.875,,1.1172192096710205,,
3,903,,,,,0.7964213490486145,1.5094623565673828
3,903,0.8386157155036926,,1.5014902353286743,,,
4,909,,0.828125,,1.3517684936523438,,
4,919,,0.90625,,1.3221895694732666,,
4,929,,0.828125,,1.3831853866577148,,
4,939,,0.921875,,1.2222919464111328,,
4,949,,0.875,,1.0889925956726074,,
4,959,,0.890625,,1.2979412078857422,,
4,969,,0.921875,,0.9953274726867676,,
4,979,,0.8125,,1.3719849586486816,,
4,989,,0.90625,,1.1938514709472656,,
4,999,,0.859375,,1.2930169105529785,,
4,1009,,0.75,,1.5228080749511719,,
4,1019,,0.859375,,1.1995506286621094,,
4,1029,,0.875,,1.2333736419677734,,
4,1039,,0.90625,,1.1843900680541992,,
4,1049,,0.890625,,1.1644277572631836,,
4,1059,,0.84375,,1.1416001319885254,,
4,1069,,0.9375,,0.9944071769714355,,
4,1079,,0.9375,,0.9552936553955078,,
4,1089,,0.90625,,1.1207056045532227,,
4,1099,,0.90625,,1.250474452972412,,
4,1109,,0.859375,,1.1899299621582031,,
4,1119,,0.953125,,0.8920021057128906,,
4,1129,,0.8421052694320679,,1.1743733882904053,,
4,1129,,,,,0.8220796585083008,1.2704565525054932
4,1129,0.874817967414856,,1.176963210105896,,,
5,1139,,0.921875,,1.0534377098083496,,
5,1149,,0.890625,,1.1267880201339722,,
5,1159,,0.921875,,0.8782976865768433,,
5,1169,,0.859375,,1.0152006149291992,,
5,1179,,0.875,,1.0318386554718018,,
5,1189,,0.90625,,0.9598450660705566,,
5,1199,,0.921875,,0.9003314971923828,,
5,1209,,0.890625,,0.9426374435424805,,
5,1219,,0.953125,,0.8408045768737793,,
5,1229,,0.875,,0.9657034873962402,,
5,1239,,0.921875,,0.9180655479431152,,
5,1249,,0.921875,,0.9237035512924194,,
5,1259,,0.875,,1.0369384288787842,,
5,1269,,0.921875,,0.7993937730789185,,
5,1279,,0.921875,,0.9380679130554199,,
5,1289,,0.875,,1.0290261507034302,,
5,1299,,0.875,,1.0142593383789062,,
5,1309,,0.96875,,0.853724479675293,,
5,1319,,0.84375,,1.043984055519104,,
5,1329,,0.875,,1.086441993713379,,
5,1339,,0.90625,,0.9644155502319336,,
5,1349,,0.9375,,0.7841771841049194,,
5,1355,,,,,0.836934506893158,1.1090731620788574
5,1355,0.8948609232902527,,0.9615963697433472,,,
6,1359,,0.84375,,0.963064432144165,,
6,1369,,0.859375,,1.3370267152786255,,
6,1379,,0.90625,,0.770916223526001,,
6,1389,,0.859375,,0.9307246208190918,,
6,1399,,0.921875,,0.812418520450592,,
6,1409,,0.90625,,0.7878891229629517,,
6,1419,,0.90625,,0.8763655424118042,,
6,1429,,0.921875,,0.9140784740447998,,
6,1439,,0.953125,,0.8633074760437012,,
6,1449,,0.890625,,0.9615355730056763,,
6,1459,,0.921875,,0.793171763420105,,
6,1469,,0.890625,,1.08451247215271,,
6,1479,,0.90625,,0.8350036144256592,,
6,1489,,0.90625,,0.8537606000900269,,
6,1499,,0.90625,,0.8885080814361572,,
6,1509,,0.9375,,0.996739387512207,,
6,1519,,0.890625,,0.8477320671081543,,
6,1529,,0.890625,,0.9087352752685547,,
6,1539,,0.921875,,0.6749854683876038,,
6,1549,,0.890625,,0.7543959617614746,,
6,1559,,0.921875,,0.7395957112312317,,
6,1569,,0.875,,0.8087944984436035,,
6,1579,,0.890625,,0.7262215614318848,,
6,1581,,,,,0.8480756282806396,0.9898077249526978
6,1581,0.9127539992332458,,0.8096080422401428,,,
7,1589,,0.890625,,0.5963296294212341,,
7,1599,,0.953125,,0.5953803062438965,,
7,1609,,0.84375,,0.8963005542755127,,
7,1619,,0.921875,,0.6093649864196777,,
7,1629,,0.875,,0.8240148425102234,,
7,1639,,0.90625,,0.7698976993560791,,
7,1649,,0.921875,,0.699617862701416,,
7,1659,,0.953125,,0.6988472938537598,,
7,1669,,0.90625,,0.6588266491889954,,
7,1679,,0.90625,,0.8458458185195923,,
7,1689,,0.9375,,0.6301676630973816,,
7,1699,,0.96875,,0.6136355400085449,,
7,1709,,0.921875,,0.6389357447624207,,
7,1719,,0.921875,,0.5948165655136108,,
7,1729,,0.796875,,0.9758501052856445,,
7,1739,,0.9375,,0.5869266986846924,,
7,1749,,0.9375,,0.6136754751205444,,
7,1759,,0.90625,,0.7665419578552246,,
7,1769,,0.9375,,0.7456423044204712,,
7,1779,,0.96875,,0.6478811502456665,,
7,1789,,0.9375,,0.5742099285125732,,
7,1799,,0.953125,,0.517777681350708,,
7,1807,,,,,0.8548278212547302,0.9013179540634155
7,1807,0.9234343767166138,,0.6951035857200623,,,
8,1809,,0.9375,,0.5021976232528687,,
8,1819,,0.953125,,0.5061221718788147,,
8,1829,,0.953125,,0.6706865429878235,,
8,1839,,0.96875,,0.5290681719779968,,
8,1849,,0.921875,,0.752392590045929,,
8,1859,,0.890625,,0.7304871082305908,,
8,1869,,0.921875,,0.7137620449066162,,
8,1879,,0.9375,,0.6354498863220215,,
8,1889,,0.9375,,0.5880867838859558,,
8,1899,,0.921875,,0.6055325865745544,,
8,1909,,0.921875,,0.6222286224365234,,
8,1919,,0.90625,,0.7647068500518799,,
8,1929,,0.921875,,0.6454112529754639,,
8,1939,,0.953125,,0.4776443839073181,,
8,1949,,0.9375,,0.51334547996521,,
8,1959,,0.921875,,0.7837323546409607,,
8,1969,,0.921875,,0.5927242040634155,,
8,1979,,0.953125,,0.5438926219940186,,
8,1989,,0.921875,,0.5594794154167175,,
8,1999,,0.96875,,0.35437798500061035,,
8,2009,,1.0,,0.4084099531173706,,
8,2019,,0.9375,,0.470876544713974,,
8,2029,,0.953125,,0.6834001541137695,,
8,2033,,,,,0.8646184802055359,0.8309840559959412
8,2033,0.9344614744186401,,0.6064786911010742,,,
9,2039,,0.921875,,0.4784974753856659,,
9,2049,,0.984375,,0.3603898882865906,,
9,2059,,0.859375,,0.6421899795532227,,
9,2069,,0.921875,,0.5802105665206909,,
9,2079,,0.96875,,0.3932805061340332,,
9,2089,,0.9375,,0.4762052297592163,,
9,2099,,0.984375,,0.5552996397018433,,
9,2109,,1.0,,0.476936399936676,,
9,2119,,0.90625,,0.6268370151519775,,
9,2129,,0.9375,,0.49970290064811707,,
9,2139,,0.984375,,0.4400205612182617,,
9,2149,,0.859375,,0.7389134168624878,,
9,2159,,0.96875,,0.46787959337234497,,
9,2169,,0.953125,,0.5472878217697144,,
9,2179,,0.9375,,0.5420007705688477,,
9,2189,,0.9375,,0.558527946472168,,
9,2199,,0.96875,,0.4650138020515442,,
9,2209,,0.921875,,0.5149965882301331,,
9,2219,,0.9375,,0.6001323461532593,,
9,2229,,0.9375,,0.5522966384887695,,
9,2239,,0.953125,,0.48730018734931946,,
9,2249,,0.921875,,0.5960113406181335,,
9,2259,,0.9473684430122375,,0.5850557088851929,,
9,2259,,,,,0.8700202703475952,0.7743167281150818
9,2259,0.9426451325416565,,0.5348911285400391,,,
